ortho	phon	lemme	cgram	genre	nombre	
intellectualisation	5tElEkt8alizasj§	intellectualisation	NOM	f	s	
demeuré	d°m9Re	demeuré	NOM	m	s	
limiers	limje	limier	NOM	m	p	
paradoxe	paRadOks	paradoxe	NOM	m	s	
odyssées	odise	odyssée	NOM	f	p	
antagoniste	@tagonist	antagoniste	NOM		s	
ânerie	an°Ri	ânerie	NOM	f	s	
tintamarre	t5tamaR	tintamarre	NOM	m	s	
kilt	kilt	kilt	NOM	m	s	
arméria	aRmeRja	arméria	NOM	f	s	
préliminaire	pReliminER	préliminaire	NOM	m	s	
intestins	5tEst5	intestin	NOM	m	p	
pastourelle	pastuREl	pastoureau	NOM	f	s	
chapeliers	Sap°lje	chapelier	NOM	m	p	
rétroprojecteur	RetRopRoZEkt9R	rétroprojecteur	NOM	m	s	
gérant	ZeR@	gérant	NOM	m	s	
consolateur	k§solat9R	consolateur	NOM	m	s	
exemplarité	Egz@plaRite	exemplarité	NOM	f	s	
oratorios	oRatoRjo	oratorio	NOM	m	p	
demi-teinte	d°mit5t	demi-teinte	NOM	f	s	
rassemblement	Ras@bl°m@	rassemblement	NOM	m	s	
jouteuse	Zut2z	jouteur	NOM	f	s	
énergisant	enERZiz@	énergisant	NOM	m	s	
ex-sénateur	Ekssenat9R	ex-sénateur	NOM	m	s	
hommage	omaZ	hommage	NOM	m	s	
fouettement	fwEt°m@	fouettement	NOM	m	s	
solstices	sOlstis	solstice	NOM	m	p	
paranos	paRano	parano	NOM		p	
gobages	gobaZ	gobage	NOM	m	p	
gandourah	g@duRa	gandourah	NOM	f	s	
bistrotier	bistRotje	bistrotier	NOM	m	s	
chéris	SeRi	chéri	NOM	m	p	
planificateur	planifikat9R	planificateur	NOM	m	s	
cavette	kavEt	cavette	NOM	f	s	
pute	pyt	pute	NOM	f	s	
lésion	lezj§	lésion	NOM	f	s	
griotte	gRijOt	griotte	NOM	f	s	
assise	asiz	assise	NOM	f	s	
érosions	eRozj§	érosion	NOM	f	p	
monarque	monaRk	monarque	NOM	m	s	
endométriose	@dOmetRijoz	endométriose	NOM	f	s	
chamane	Saman	chamane	NOM	m	s	
empêchements	@pES°m@	empêchement	NOM	m	p	
pernods	pERno	pernod	NOM	m	p	
autruches	otRyS	autruche	NOM	f	p	
adorations	adoRasj§	adoration	NOM	f	p	
clochardisation	kloSaRdizasj§	clochardisation	NOM	f	s	
crachotements	kRaSOt°m@	crachotement	NOM	m	p	
déréglage	deReglaZ	déréglage	NOM	m	s	
compétiteurs	k§petit9R	compétiteur	NOM	m	p	
baies	bE	baie	NOM	f	p	
latifundistes	latif§dist	latifundiste	NOM		p	
bloody mary	blOdimaRi	bloody mary	NOM	m	s	
clepsydre	klEpsidR	clepsydre	NOM	f	s	
chatouille	Satuj	chatouille	NOM	f	s	
hanches	@S	hanche	NOM	f	p	
schah	Sa	schah	NOM	m	s	
essayage	esEjaZ	essayage	NOM	m	s	
huerta	wERta	huerta	NOM	f	s	
récoltes	RekOlt	récolte	NOM	f	p	
microchimie	mikRoSimi	microchimie	NOM	f	s	
affiquets	afikE	affiquet	NOM	m	p	
eunuque	2nyk	eunuque	NOM	m	s	
anti-tornades	@titORnad	anti-tornade	NOM	f	p	
thésard	tezaR	thésard	NOM	m	s	
cabaretier	kabaR°tje	cabaretier	NOM	m	s	
crayon-encre	kREj§@kR	crayon-encre	NOM	m	s	
ruban	Ryb@	ruban	NOM	m	s	
foc	fOk	foc	NOM	m	s	
barbelé	baRb°le	barbelé	NOM	m	s	
blocs-notes	blOknOt	blocs-notes	NOM	m	p	
vesce	vEs	vesce	NOM	f	s	
fornicatrice	fORnikatRis	fornicateur	NOM	f	s	
rotonde	Rot§d	rotond	NOM	f	s	
broiement	bRwam@	broiement	NOM	m	s	
espions	Espj§	espion	NOM	m	p	
primitives	pRimitiv	primitif	NOM	f	p	
pluriels	plyRjEl	pluriel	NOM	m	p	
curetage	kyR°taZ	curetage	NOM	m	s	
litre	litR	litre	NOM		s	
moqueuses	mok2z	moqueur	NOM	f	p	
entrevous	@tR°vu	entrevous	NOM	m		
anti-vieillissement	@tivjEjis°m@	anti-vieillissement	NOM	m	s	
mi-canard	mikanaR	mi-canard	NOM	m	s	
secondaires	s°g§dER	secondaire	NOM	m	p	
sonothèque	sOnOtEk	sonothèque	NOM	f	s	
grandeurs	gR@d9R	grandeur	NOM	f	p	
paumes	pom	paume	NOM	f	p	
compte-rendu	k§tR@dy	compte-rendu	NOM	m	s	
gigotements	ZigOt°m@	gigotement	NOM	m	p	
incapables	5kapabl	incapable	NOM		p	
crampon	kR@p§	crampon	NOM	m	s	
morphine	mORfin	morphine	NOM	f	s	
pendue	p@dy	pendu	NOM	f	s	
chaînes	SEn	chaîne	NOM	f	p	
interrogations	5tERogasj§	interrogation	NOM	f	p	
défunts	def1	défunt	NOM	m	p	
cagibi	kaZibi	cagibi	NOM	m	s	
tableautin	tablot5	tableautin	NOM	m	s	
arrière-main	aRjERm5	arrière-main	NOM		s	
hit-parades	itpaRad	hit-parade	NOM	m	p	
palourde	paluRd	palourde	NOM	f	s	
biche	biS	biche	NOM	f	s	
hématocrite	ematokRit	hématocrite	NOM	m	s	
mi-démon	midem§	mi-démon	NOM	m	s	
gendarme	Z@daRm	gendarme	NOM	m	s	
privations	pRivasj§	privation	NOM	f	p	
numismates	nymismat	numismate	NOM		p	
falerne	falERn	falerne	NOM	m	s	
féras	feRa	féra	NOM	f	p	
scolopendres	skolop@dR	scolopendre	NOM	f	p	
haillons	aj§	haillon	NOM	m	p	
coptes	kOpt	copte	NOM	m	p	
séparatiste	sepaRatist	séparatiste	NOM		s	
plet	plE	plet	NOM	m	s	
agacerie	agas°Ri	agacerie	NOM	f	s	
kraft	kRaft	kraft	NOM	m	s	
jungle	Z1gl	jungle	NOM	f	s	
expérimentations	EkspeRim@tasj§	expérimentation	NOM	f	p	
proscrits	pROskRi	proscrit	NOM	m	p	
salaisons	salEz§	salaison	NOM	f	p	
polaque	polak	polaque	NOM	m	s	
saoudienne	saudjEn	saoudienne	NOM	f	s	
détartrant	detaRtR@	détartrant	NOM	m	s	
honneur	on9R	honneur	NOM	m	s	
commutateurs	komytat9R	commutateur	NOM	m	p	
étoiles	etwal	étoile	NOM	f	p	
déshabillages	dezabijaZ	déshabillage	NOM	m	p	
interpénétration	5tERpenetRasj§	interpénétration	NOM	f	s	
noroît	noRwa	noroît	NOM	m	s	
divisions	divizj§	division	NOM	f	p	
turista	tyRista	turista	NOM	f	s	
bramements	bRam°m@	bramement	NOM	m	p	
tagger	tage	tagger	NOM	m	s	
shako	Sako	shako	NOM	m	s	
veuves	v9v	veuf	NOM	f	p	
théorème	teoREm	théorème	NOM	m	s	
silo	silo	silo	NOM	m	s	
veilleur	vEj9R	veilleur	NOM	m	s	
membranes	m@bRan	membrane	NOM	f	p	
crapouillot	kRapujo	crapouillot	NOM	m	s	
écurie	ekyRi	écurie	NOM	f	s	
rallonges	Ral§Z	rallonge	NOM	f	p	
délation	delasj§	délation	NOM	f	s	
laites	lEt	laite	NOM	f	p	
malentendant	mal@t@d@	malentendant	NOM	m	s	
fréon	fRe§	fréon	NOM	m	s	
désharmonie	dezaRmoni	désharmonie	NOM	f	s	
demi-siècles	d°misjEkl	demi-siècle	NOM	m	p	
assignation	asiNasj§	assignation	NOM	f	s	
futailles	fytaj	futaille	NOM	f	p	
jaquette	ZakEt	jaquette	NOM	f	s	
frette	fREt	frette	NOM	f	s	
feignant	fEN@	feignant	NOM	m	s	
axolotls	aksolOtl	axolotl	NOM	m	p	
enchérisseur	@SeRis9R	enchérisseur	NOM	m	s	
chambrées	S@bRe	chambrée	NOM	f	p	
analgésie	analZezi	analgésie	NOM	f	s	
svastikas	svastika	svastika	NOM	m	p	
moco	moko	moco	NOM	m	s	
invertébrés	5vERtebRe	invertébré	NOM	m	p	
lymphatique	l5fatik	lymphatique	NOM	m	s	
castel	kastEl	castel	NOM	m	s	
défavorisé	defavoRize	défavorisé	NOM	m	s	
pour-cent	puRs@	pour-cent	NOM	m		
caméscope	kameskOp	caméscope	NOM	m	s	
censeurs	s@s9R	censeur	NOM	m	p	
perche	pERS	perche	NOM	f	s	
modèle	modEl	modèle	NOM	m	s	
dog-cart	dOgkaRt	dog-cart	NOM	m	s	
ristournes	RistuRn	ristourne	NOM	f	p	
sympathectomie	s5patEktomi	sympathectomie	NOM	f	s	
nécromant	nekRom@	nécromant	NOM	m	s	
adressage	adResaZ	adressage	NOM	m	s	
mythologue	mitolOg	mythologue	NOM		s	
ronchonneuse	R§Son2z	ronchonneur	NOM	f	s	
sub-espace	sybEspas	sub-espace	NOM	m	s	
nord-ouest	nORwEst	nord-ouest	NOM	m		
mamelouk	mam°luk	mamelouk	NOM	m	s	
chiures	SjyR	chiure	NOM	f	p	
jardinage	ZaRdinaZ	jardinage	NOM	m	s	
ponant	pon@	ponant	NOM	m	s	
pernod	pERno	pernod	NOM	m	s	
polios	poljo	polio	NOM	f	p	
persécutions	pERsekysj§	persécution	NOM	f	p	
furette	fyREt	furette	NOM	f	s	
affichette	afiSEt	affichette	NOM	f	s	
grenadage	gR°nadaZ	grenadage	NOM	m	s	
portulans	pORtyl@	portulan	NOM	m	p	
famine	famin	famine	NOM	f	s	
comparution	k§paRysj§	comparution	NOM	f	s	
effrontée	efR§te	effronté	NOM	f	s	
licencié	lis@sje	licencié	NOM	m	s	
spartéine	spaRtein	spartéine	NOM	f	s	
arène	aREn	arène	NOM	f	s	
appréhensions	apRe@sj§	appréhension	NOM	f	p	
vautre	votR	vautre	NOM	m	s	
géométrie	ZeometRi	géométrie	NOM	f	s	
fusée	fyze	fusée	NOM	f	s	
gué	ge	gué	NOM	m	s	
gothique	gotik	gothique	NOM		s	
désordonné	dezORdone	désordonné	NOM	m	s	
céleris	sEl°Ri	céleri	NOM	m	p	
pilotage	pilotaZ	pilotage	NOM	m	s	
aînés	ene	aîné	NOM	m	p	
malapprise	malapRiz	malappris	NOM	f	s	
salaire	salER	salaire	NOM	m	s	
post-production	pOstpRodyksj§	post-production	NOM	f	s	
transsibérien	tR@ssibeRj5	transsibérien	NOM	m	s	
amour	amuR	amour	NOM	m	s	
fouet	fwE	fouet	NOM	m	s	
corybantes	koRib@t	corybante	NOM	m	p	
mistigris	mistigRi	mistigri	NOM	m	p	
biosphère	bjosfER	biosphère	NOM	f	s	
chasseuse	Sas2z	chasseur	NOM	f	s	
watts	wat	watt	NOM	m	p	
double-six	dubl2sis	double-six	NOM	m	s	
miasmes	mjasm	miasme	NOM	m	p	
créative	kReativ	créative	NOM	f	s	
brasiers	bRazje	brasier	NOM	m	p	
huîtrier	8itRie	huîtrier	NOM	m	s	
quadrimestre	kwadRimEstR	quadrimestre	NOM	m	s	
philos	filo	philo	NOM	f	p	
privautés	pRivote	privauté	NOM	f	p	
causa	koza	causa	NOM	m	s	
hi-fi	ifi	hi-fi	NOM	f	s	
postfaces	pOstfas	postface	NOM	f	p	
denture	d@tyR	denture	NOM	f	s	
anglophobes	@glofOb	anglophobe	NOM		p	
sollicitude	solisityd	sollicitude	NOM	f	s	
stylo-feutre	stilof2tR	stylo-feutre	NOM	m	s	
pastagas	pastaga	pastaga	NOM	m	p	
crèche	kRES	crèche	NOM	f	s	
maillechort	majSOR	maillechort	NOM	m	s	
troènes	tRoEn	troène	NOM	m	p	
adhésions	adezj§	adhésion	NOM	f	p	
faubert	fobER	faubert	NOM	m	s	
maquette	makEt	maquette	NOM	f	s	
jaja	ZaZa	jaja	NOM	m	s	
électrologie	elEktROlOZi	électrologie	NOM	f	s	
dipôle	dipol	dipôle	NOM	m	s	
hypothèse	ipotEz	hypothèse	NOM	f	s	
portillon	pORtij§	portillon	NOM	m	s	
transducteurs	tR@sdykt9R	transducteur	NOM	m	p	
contra	k§tRa	contra	NOM	m	s	
heptaméron	EptameR§	heptaméron	NOM	m	s	
réalisations	Realizasj§	réalisation	NOM	f	p	
grand-quartier	gR@kaRtje	grand-quartier	NOM	m	s	
désarrois	dezaRwa	désarroi	NOM	m	p	
effondrement	ef§dR°m@	effondrement	NOM	m	s	
coléoptère	koleOptER	coléoptère	NOM	m	s	
cartoons	kaRtun	cartoon	NOM	m	p	
expertises	EkspERtiz	expertise	NOM	f	p	
ex-buteur	Eksbyt9R	ex-buteur	NOM	m	s	
anthropologues	@tRopolOg	anthropologue	NOM		p	
contrebasse	k§tR°bas	contrebasse	NOM		s	
sous-alimentés	suzalim@te	sous-alimenté	NOM	m	p	
crocodiles	kRokodil	crocodile	NOM	m	p	
retards	R°taR	retard	NOM	m	p	
quartier-maître	kaRtjemEtR	quartier-maître	NOM	m	s	
brayons	bREj§	brayon	NOM	m	p	
brontosaure	bR§tozoR	brontosaure	NOM	m	s	
décroît	dekRwa	décroît	NOM	m	s	
factionnaires	faksjonER	factionnaire	NOM		p	
ritales	Rital	rital	NOM	f	p	
inspirations	5spiRasj§	inspiration	NOM	f	p	
gros-bec	gRobEk	gros-bec	NOM	m	s	
hypnotiques	ipnotik	hypnotique	NOM	m	p	
soleils	solEj	soleil	NOM	m	p	
émargement	emaRZ°m@	émargement	NOM	m	s	
contiguïté	k§tig8ite	contiguïté	NOM	f	s	
signalements	siNal°m@	signalement	NOM	m	p	
extra-fort	EkstRafOR	extra-fort	NOM	m	s	
calembredaines	kal@bR°dEn	calembredaine	NOM	f	p	
valvule	valvyl	valvule	NOM	f	s	
notification	notifikasj§	notification	NOM	f	s	
campeurs	k@p9R	campeur	NOM	m	p	
kata	kata	kata	NOM	m	s	
gentilhommières	Z@tijOmjER	gentilhommier	NOM	f	p	
seventies	s°v@ti	seventies	NOM		p	
expédients	Ekspedj@	expédient	NOM	m	p	
tourments	tuRm@	tourment	NOM	m	p	
routier	Rutje	routier	NOM	m	s	
impétrante	5petR@t	impétrant	NOM	f	s	
outlaw	awtlo	outlaw	NOM	m	s	
souliers	sulje	soulier	NOM	m	p	
musiciennes	myzisjEn	musicien	NOM	f	p	
plaisants	plEz@	plaisant	NOM	m	p	
mules	myl	mule	NOM	f	p	
colt	kOlt	colt	NOM	m	s	
souricière	suRisjER	souricière	NOM	f	s	
trotskistes	tROtskist	trotskiste	NOM		p	
cursus	kyRsys	cursus	NOM	m		
croisées	kRwaze	croisée	NOM	f	p	
tocs	tOk	toc	NOM	m	p	
sorcelleries	sORsEl°Ri	sorcellerie	NOM	f	p	
nymphette	n5fEt	nymphette	NOM	f	s	
assembleur	as@bl9R	assembleur	NOM	m	s	
connexions	konEksj§	connexion	NOM	f	p	
chloroplaste	kloRoplast	chloroplaste	NOM	m	s	
cavité	kavite	cavité	NOM	f	s	
radiotéléphonie	RadjotelefOni	radiotéléphonie	NOM	f	s	
couardise	kwaRdiz	couardise	NOM	f	s	
moiteur	mwat9R	moiteur	NOM	f	s	
embêtement	@bEt°m@	embêtement	NOM	m	s	
kroumirs	kRumiR	kroumir	NOM	m	p	
lotissement	lotis°m@	lotissement	NOM	m	s	
antigermanisme	@tiZERmanism	antigermanisme	NOM	m	s	
astéroïde	asteRoid	astéroïde	NOM	m	s	
pongistes	p§Zist	pongiste	NOM		p	
taxi-girls	taksig9Rl	taxi-girl	NOM	f	p	
ongulés	§gyle	ongulé	NOM	m	p	
accenteur	aks@t9R	accenteur	NOM	m	s	
ballants	bal@	ballant	NOM	m	p	
bulldozers	byldozER	bulldozer	NOM	m	p	
mikado	mikado	mikado	NOM	m	s	
quartet	kwaRtE	quartet	NOM	m	s	
parvenu	paRv°ny	parvenu	NOM	m	s	
visioconférence	vizjok§feR@s	visioconférence	NOM	f	s	
pétanque	pet@k	pétanque	NOM	f	s	
hymnes	imn	hymne	NOM		p	
adjuration	adZyRasj§	adjuration	NOM	f	s	
surcroît	syRkRwa	surcroît	NOM	m	s	
monsignor	m§siNOR	monsignor	NOM	m	s	
marais	maRE	marais	NOM	m		
chaperons	Sap°R§	chaperon	NOM	m	p	
scientifique	sj@tifik	scientifique	NOM		s	
catafalque	katafalk	catafalque	NOM	m	s	
queues	k2	queue	NOM	f	p	
tuyauteurs	t8ijot9R	tuyauteur	NOM	m	p	
écarlate	ekaRlat	écarlate	NOM	f	s	
revue	R°vy	revue	NOM	f	s	
porte-carte	pORt°kaRt	porte-carte	NOM	m	s	
commodores	komodOR	commodore	NOM	m	p	
décan	dek@	décan	NOM	m	s	
bénédictins	benedikt5	bénédictin	NOM	m	p	
réserve	RezERv	réserve	NOM	f	s	
peccadilles	pekadij	peccadille	NOM	f	p	
éducatrice	edykatRis	éducateur	NOM	f	s	
rédemptions	Red@psj§	rédemption	NOM	f	p	
cornières	kORnjER	cornière	NOM	f	p	
fayards	fajaR	fayard	NOM	m	p	
fur et à mesure	fyReam°zyR	fur et à mesure	NOM	m	s	
carry	kaRi	carry	NOM	m	s	
névralgies	nEvRalZi	névralgie	NOM	f	p	
laits	lE	lait	NOM	m	p	
grenouille-taureau	gR°nujtoRo	grenouille-taureau	NOM	f	s	
renoncule	R°n§kyl	renoncule	NOM	f	s	
sponsors	sp§sOR	sponsor	NOM	m	p	
récriminations	RekRiminasj§	récrimination	NOM	f	p	
stretch	stREtS	stretch	NOM	m	s	
prosélyte	pRozelit	prosélyte	NOM		s	
accastillage	akastijaZ	accastillage	NOM	m	s	
oncologie	§koloZi	oncologie	NOM	f	s	
briefings	bRifiG	briefing	NOM	m	p	
ridicules	Ridikyl	ridicule	NOM	m	p	
guêtres	gEtR	guêtre	NOM	f	p	
condominium	k§dominjOm	condominium	NOM	m	s	
crics	kRik	cric	NOM	m	p	
archi-plein	aRSipl5	archi-plein	NOM	m	s	
dysenterie	dis@t°Ri	dysenterie	NOM	f	s	
épagneul	epaN9l	épagneul	NOM	m	s	
lentisques	l@tisk	lentisque	NOM	m	p	
maskinongé	maskin§Ze	maskinongé	NOM	m	s	
gaminement	gamin°m@	gaminement	NOM	m	s	
orges	ORZ	orge	NOM		p	
cotes	kOt	cote	NOM			
carafons	kaRaf§	carafon	NOM	m	p	
kaddisch	kadiS	kaddisch	NOM	m	s	
ivrognes	ivRON	ivrogne	NOM		p	
carlins	kaRl5	carlin	NOM	m	p	
point	pw5	point	NOM	m	s	
geignard	ZENaR	geignard	NOM	m	s	
gallons	gal§	gallon	NOM	m	p	
demi-luxe	d2milyks	demi-luxe	NOM	m	s	
bouchers	buSe	boucher	NOM	m	p	
bregma	bREgma	bregma	NOM	m	s	
house-boat	awsbOwt	house-boat	NOM	m	s	
gaperon	gap°R§	gaperon	NOM	m	s	
ex-taulards	EkstolaR	ex-taulard	NOM	m	p	
brodequins	bROd°k5	brodequin	NOM	m	p	
nourricière	nuRisjER	nourricier	NOM	f	s	
connerie	kOn°Ri	connerie	NOM	f	s	
cézigue	sezig	cézigue	NOM	m	s	
squaws	skwo	squaw	NOM	f	p	
disque-jockey	diskZokE	disque-jockey	NOM	m	s	
joufflu	Zufly	joufflu	NOM	m	s	
affamés	afame	affamé	NOM	m	p	
pongo	p§go	pongo	NOM	m	s	
seille	sEj	seille	NOM	f	s	
buste	byst	buste	NOM	m	s	
velours	v°luR	velours	NOM	m		
grenouillère	gR2nujER	grenouillère	NOM	f	s	
machino	makino	machino	NOM	m	s	
pectoraux	pEktoRo	pectoral	NOM	m	p	
aplatissement	aplatis°m@	aplatissement	NOM	m	s	
pendaison	p@dEz§	pendaison	NOM	f	s	
colombages	kol§baZ	colombage	NOM	m	p	
croquette	kRokEt	croquette	NOM	f	s	
espingos	Esp5go	espingo	NOM		p	
liniment	linim@	liniment	NOM	m	s	
blagues	blag	blague	NOM	f	p	
roulades	Rulad	roulade	NOM	f	p	
moribonds	moRib§	moribond	NOM	m	p	
harponneur	aRpon9R	harponneur	NOM	m	s	
western-spaghetti	wEstERnspageti	western-spaghetti	NOM	m		
craniotomie	kRanjotomi	craniotomie	NOM	f	s	
orge	ORZ	orge	NOM		s	
boîtiers	bwatje	boîtier	NOM	m	p	
craquements	kRak°m@	craquement	NOM	m	p	
diversification	divERsifikasj§	diversification	NOM	f	s	
hématies	emasi	hématie	NOM	f	p	
stylisme	stilizm	stylisme	NOM	m	s	
grossissement	gRosis°m@	grossissement	NOM	m	s	
impréparation	5pRepaRasj§	impréparation	NOM	f	s	
grand-officier	gR@tofisje	grand-officier	NOM	m	s	
dévoyée	devwaje	dévoyé	NOM	f	s	
herboristes	ERboRist	herboriste	NOM		p	
électeur	elEkt9R	électeur	NOM	m	s	
tanrec	t@REk	tanrec	NOM	m	s	
pacage	pakaZ	pacage	NOM	m	s	
imbécillités	5besilite	imbécillité	NOM	f	p	
besogneux	b2zoN2	besogneux	NOM	m		
macareux	makaR2	macareux	NOM	m		
traditionaliste	tRadisjonalist	traditionaliste	NOM		s	
mercantis	mERk@ti	mercanti	NOM	m	p	
serveuses	sERv2z	serveur	NOM	f	p	
gerbille	ZERbij	gerbille	NOM	f	s	
récollet	RekolE	récollet	NOM	m	s	
mômes	mom	môme	NOM		p	
remembrance	R°m@bR@s	remembrance	NOM	f	s	
flamant	flam@	flamant	NOM	m	s	
opinions	opinj§	opinion	NOM	f	p	
sapeurs	sap9R	sapeur	NOM	m	p	
babouches	babuS	babouche	NOM	f	p	
arènes	aREn	arène	NOM	f	p	
gradins	gRad5	gradin	NOM	m	p	
comite	kOmit	comite	NOM	m	s	
jouées	Zwe	joué	NOM	f	p	
dépanneuses	depan2z	dépanneur	NOM	f	p	
exterminateur	EkstERminat9R	exterminateur	NOM	m	s	
téléviseurs	televiz9R	téléviseur	NOM	m	p	
laisser-faire	lesefER	laisser-faire	NOM	m		
embuscades	@byskad	embuscade	NOM	f	p	
prestiges	pREstiZ	prestige	NOM	m	p	
handicap	@dikap	handicap	NOM	m	s	
tarauds	taRo	taraud	NOM	m	p	
gourgandine	guRg@din	gourgandine	NOM	f	s	
protocole	pRotokOl	protocole	NOM	m	s	
proctologues	pROktolOg	proctologue	NOM		p	
souveraine	suv°REn	souverain	NOM	f	s	
égalités	egalite	égalité	NOM	f	p	
mariages	maRjaZ	mariage	NOM	m	p	
bésiclard	beziklaR	bésiclard	NOM	m	s	
bienvenu	bj5v°ny	bienvenu	NOM	m	s	
neurofibromatose	n2RofibROmatoz	neurofibromatose	NOM	f	s	
gendres	Z@dR	gendre	NOM	m	p	
vrillette	vRijEt	vrillette	NOM	f	s	
papi	papi	papi	NOM	m	s	
siennois	sjEnwa	siennois	NOM	m		
méprise	mepRiz	méprise	NOM	f	s	
songerie	s§Z°Ri	songerie	NOM	f	s	
courbette	kuRbEt	courbette	NOM	f	s	
petits-bourgeois	p°tibuRZwa	petit-bourgeois	NOM	m	p	
massicot	masiko	massicot	NOM	m	s	
menthe	m@t	menthe	NOM	f	s	
gaullistes	golist	gaulliste	NOM		p	
tesla	tEsla	tesla	NOM	m	s	
veille	vEj	veille	NOM	f	s	
serviteurs	sERvit9R	serviteur	NOM	m	p	
coyotes	kojOt	coyote	NOM	m	p	
bédéphiles	bedefil	bédéphile	NOM		p	
nantaises	n@tEz	nantais	NOM	f	p	
isoniazide	izOnjazid	isoniazide	NOM	m	s	
ellipses	elips	ellipse	NOM	f	p	
marche	maRS	marche	NOM	f	s	
orientale	oRj@tal	oriental	NOM	f	s	
gorets	goRE	goret	NOM	m	p	
méditerranéens	meditERane5	méditerranéen	NOM	m	p	
pages	paZ	page	NOM		p	
vaguelettes	vag°lEt	vaguelette	NOM	f	p	
humus	ymys	humus	NOM	m		
cadette	kadEt	cadet	NOM	f	s	
oisellerie	wazEl°Ri	oisellerie	NOM	f	s	
maussaderies	mosad°Ri	maussaderie	NOM	f	p	
assoupissement	asupis°m@	assoupissement	NOM	m	s	
unijambistes	yniZ@bist	unijambiste	NOM		p	
absent	aps@	absent	NOM	m	s	
vrillettes	vRijEt	vrillette	NOM	f	p	
gradus	gRadys	gradus	NOM	m		
instruments	5stRym@	instrument	NOM	m	p	
commutateur	komytat9R	commutateur	NOM	m	s	
revendications	R°v@dikasj§	revendication	NOM	f	p	
pharisaïsme	faRizaizm	pharisaïsme	NOM	m	s	
gratte-ciels	gRatsjEl	gratte-ciel	NOM	m	p	
royaume	Rwajom	royaume	NOM	m	s	
adversaires	advERsER	adversaire	NOM		p	
curry	kyRi	curry	NOM	m	s	
frises	fRiz	frise	NOM	f	p	
huttes	yt	hutte	NOM	f	p	
désinformation	dez5fORmasj§	désinformation	NOM	f	s	
truands	tRy@	truand	NOM	m	p	
presqu'îles	pREskil	presqu'île	NOM	f	p	
people	pip9l	people	NOM	m	s	
calmant	kalm@	calmant	NOM	m	s	
play-back	plEbak	play-back	NOM	m		
stérilet	steRilE	stérilet	NOM	m	s	
délices	delis	délice	NOM	f	p	
stupas	stypas	stupa	NOM	m	p	
larmoiement	laRmwam@	larmoiement	NOM	m	s	
clairière	klERjER	clairière	NOM	f	s	
élément	elem@	élément	NOM	m	s	
défibrillateurs	defibRilat9R	défibrillateur	NOM	m	p	
chleuh	Sl2	chleuh	NOM	m	s	
résurgences	RezyRZ@s	résurgence	NOM	f	p	
tante	t@t	tante	NOM	f	s	
stagiaires	staZjER	stagiaire	NOM		p	
sulfatages	sylfataZ	sulfatage	NOM	m	p	
flemmardise	flEmaRdiz	flemmardise	NOM	f	s	
colleur	kol9R	colleur	NOM	m	s	
habilleurs	abij9R	habilleur	NOM	m	p	
composés	k§poze	composé	NOM	m	p	
béotien	beosj5	béotien	NOM	m	s	
socialistes	sosjalist	socialiste	NOM		p	
novillo	novijo	novillo	NOM	m	s	
carrures	kaRyR	carrure	NOM	f	p	
scoubidou	skubidu	scoubidou	NOM	m	s	
méditatifs	meditatif	méditatif	NOM	m	p	
copinage	kopinaZ	copinage	NOM	m	s	
aplasie	aplazi	aplasie	NOM	f	s	
résumé	Rezyme	résumé	NOM	m	s	
huards	8aR	huard	NOM	m	p	
appétit	apeti	appétit	NOM	m	s	
cracheur	kRaS9R	cracheur	NOM	m	s	
tansad	t@sad	tansad	NOM	m	s	
possédants	posed@	possédant	NOM	m	p	
symphonies	s5foni	symphonie	NOM	f	p	
commande	kom@d	commande	NOM	f	s	
gravats	gRava	gravats	NOM	m	p	
glotte	glOt	glotte	NOM	f	s	
inclinomètre	5klinomEtR	inclinomètre	NOM	m	s	
référés	RefeRe	référé	NOM	m	p	
enceintes	@s5t	enceinte	NOM	f	p	
camelots	kam°lo	camelot	NOM	m	p	
cambodgiens	k@bOdZj5	cambodgien	NOM	m	p	
graben	gRab9n	graben	NOM	m	s	
alvar	alvaR	alvar	NOM	m	s	
sauterelle	sot°REl	sauterelle	NOM	f	s	
négativisme	negativizm	négativisme	NOM	m	s	
paturons	patyR§	paturon	NOM	m	p	
aiguillées	eg8ije	aiguillée	NOM	f	p	
papayer	papaje	papayer	NOM	m	s	
idéogrammes	ideogRam	idéogramme	NOM	m	p	
flamme	flam	flamme	NOM	f	s	
calaisiens	kalEzj5	calaisien	NOM	m	p	
épicuriens	epikyRj5	épicurien	NOM	m	p	
malaises	malEz	malaise	NOM		p	
palpations	palpasj§	palpation	NOM	f	p	
chausse-trapes	SostRap	chausse-trape	NOM	f	p	
grutière	gRytjER	grutier	NOM	f	s	
communistes	komynist	communiste	NOM		p	
effrontées	efR§te	effronté	NOM	f	p	
basset	basE	basset	NOM	m	s	
bourgeonnements	buRZOn°m@	bourgeonnement	NOM	m	p	
incarnations	5kaRnasj§	incarnation	NOM	f	p	
diskette	diskEt	diskette	NOM	f	s	
arac	aRak	arac	NOM	m	s	
slaves	slav	slave	NOM		p	
vêture	vEtyR	vêture	NOM	f	s	
partis	paRti	parti	NOM	m	p	
bulot	bulo	bulot	NOM	m	s	
grouillot	gRujo	grouillot	NOM	m	s	
cornichon	kORniS§	cornichon	NOM	m	s	
liqueurs	lik9R	liqueur	NOM	f	p	
daguet	dagE	daguet	NOM	m	s	
